Raw_data_input,Raw_data_input_processed,LLM_prediction,Expected_output,Expected_output_two_digits,Predicted_output_two_digits,CorrectMatch_two_digits,Expected_output_four_digits,Predicted_output_four_digits,CorrectMatch_four_digits
SODIUM BISULFATE 960X25 KG PE BAGS ON 20 PALLETS NET 24.000 KG HS CODE 283319,"Sodium Bisulfite, Packaging Materials, Pallets, and Sodium.",2832.10,283319,28,28,1,2833,2832,0
HERRAMIENTAS ELECTRICAS HS CODE 8467.29.00.0000,"Electric equipment, manual tools, and power equipment.",8508.60,8467,84,85,0,8467,8508,0
CABLES 25 PACKAGES HS CODE 85447001,"Electric cables, insulated.",8544.60,85447001,85,85,1,8544,8544,1
1X20DC. SAID TO CONTAIN 80 DRUMS 1X20FCL CONTAINER STC  80 HM HDPE DRUMS OF 220 KGS EACH IN  WOODEN  PALLETISED  BENZYL ALCOHOL  HS CODE 29062100  PO.NO 300024940 DT.27.11.2020  S B NO. 9305608 DT. 12.03.2021  GROSS WT. 18990 KGS  NET WT. 17600 KGS,"Benzyl alcohol packaged in high-density polyethylene (HDPE) drums, wooden palletized, weighing 220 kilograms per drum.",2906.21,29062100,29,29,1,2906,2906,1
ALUMINUM CAPS HS CODE 83099010 COO UKRAINE HBL ODS0007339,"Aluminum caps, Harmonized Code 8309.9010.",8309.9010,83099010,83,83,1,8309,8309,1
LEGGINGS LADIES KNITTED HS CODE 61152900,Women's knitted leggings.,6109.90,61152900,61,61,1,6115,6109,0
GLASS TUBING HS CODE 70023900  CN> DENMARK CIUDAD DE  MEXICO CMX 03740 MEXICO,"Glass tubing, HS code 7002, cargo vehicle.",7002.00,70023900,70,70,1,7002,7002,1
2X40HC. SAID TO CONTAIN 36 SKID HEAT INSULATED MATS FROM GLASS HS CODE 701939000,"Glass mats, heat-insulated, palletized.",7008.00,701939000,70,70,1,7019,7008,0
FREIGHT PREPAIDBEER IN BOTTLES  BEER IN CANS AND PROMOTIONALMATERIALHS CODE  220300  701328THIS MASTER BILL COVERS NON AUTOMATED NVOCCHOUSE BILL  IBC0752276,"Beer, bottles, cans, and promotional materials.",4819.20,220300,22,48,0,2203,4819,0
GYM EQUIPMENT AS PER COMMERCIAL INVOICE N VXUSD210182HS CODE  950691FREIGHT PREPAIDGYM EQUIPMENT AS PER COMMERCIAL INVOICE N VXUSD210182HS CODE  950691,"Gym equipment, commercial invoice, freight prepaid.",9913.96,950691,95,99,0,9506,9913,0
1X40FT STC 575 BAGS OF NIGERIAN DRY SLICED GINGER CROP 2020 PACKED IN PP BAGS OF ABOUT 40 KG EACH GROSS WEIGHT 23 057.5 MTS NET WEIGHT 23 000 MTS NXP NO. XG20210005733944 HS CODE 091011,"Nigerian dried sliced ginger product packaged in polypropylene (PP) bags, weighing 40 kilograms per bag.",0910.12,091011,09,09,1,0910,0910,1
PRINTED PAPER BAGS HS CODE 481940,Paper bags printed with designs.,4819.30,481940,48,48,1,4819,4819,1
PLASTIC BOTTLES AND CLOSURES FOR PLASTIC BOTTLES INVOICE 1448916HS CODE 39233010 39235010,Plastic bottles and caps.,3923.50,39233010,39,39,1,3923,3923,1
PIECES AND SPARE PARTS FOR PREFABRICATED CONSTRUCTIONS HS CODE 9406 T 52 55 47507100,"Products include pieces, prefabricated constructions, and spare parts.",9406.90,9406,94,94,1,9406,9406,1
CON CAJEROS AUTOMTICOS HS CODE 847290,Automated Transportation Systems.,8530.90,847290,84,85,0,8472,8530,0
CALCULATORSHS CODE 847010,Electronic calculator.,8470.29,847010,84,84,1,8470,8470,1
VITAMIN C  ASCORBIC ACID P17 10610  HS CODE   293627S21 10045FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FOUNDUNDER WWW CMA CGM COMTHIS MASTER BILL COVERS 1 NON AUTOMATED NVOCCHOUSEBILL NO  HBGA0326952,"Vitamin C, also known as Ascorbic Acid.",2936.27,293627,29,29,1,2936,2936,1
720 CASE(S) WHISKY 6750ML HS CODE 2208.60 PROOF OF REPORT NN182820210604832975,"Scotch whisky, high-strength spirits, 6750 milliliters.",2208.30,2208,22,22,1,2208,2208,1
CARGO IS STOWED IN A REFRIGERATED CONTAINER SETAT THE SHIPPER S REQUESTED CARRYING TEMPERATUREOF  22 DEGREES CELSIUSFREIGHT COLLECTFROZEN BREAD AND PASTRIES HS CODE 190590FROZEN BREAD AND PASTRIES HS CODE 190590FROZEN BREAD AND PASTRIES HS CODE 19059,"Frozen bread and pastries, refrigerated, freight collect.",0305.90,190590,19,03,0,1905,0305,0
HANKOOK BRAND TIRES SHIPMENT 4001661832  HS CODE 401110 FREIGHT COLLECT  NCM CODES 401110,"Tires, Hankook brand.",4011.70,401110,40,40,1,4011,4011,1
TEJIDOS DE ALGODON CON POLIESTER COTTON FABRIC WITH POLYESTER HS CODE 521139 OUR HBL NR BCNVERL00060,"Cotton fabric, polyester, textiles.",5208.59,521139,52,52,1,5211,5208,0
ACEITE SHELL OMALA SS WIND 320 1000L. HS CODE 340319,Shell Omala S2 wind turbine oil.,1518.90,340319,34,15,0,3403,1518,0
1150 CRT DANISH CRUMBLED BLUE CHEESE 2 X APP 15KG BRAND NEUTRAL 50% FAT IN DRY MATTERHS CODE 0406409,Crumbly cheese of Danish origin with a blue color.,0406.40,0406409,04,04,1,0406,0406,1
1X40HC. SAID TO CONTAIN 440 CARTONS 440 CARTONS OF PLASTIC LIDS ON 22 PALLETS HS CODE 392350,"Plastic caps, containers, and pallets.",3923.50,392350,39,39,1,3923,3923,1
ONE CONTAINER WITH 1 FLEXI TANK GLICERINA REFINADA PO 4503206415 NET WEIGHT 22780 KGS HS CODE 290545 PE 21057EC01001729N,"Refined Glycerin, Flexible Tank.",2907.29,290545,29,29,1,2905,2907,0
. LADRILLOS REFRACTARIOS TOPMAG CF SEGUN PEDIDO NUM. 20201216 - RTMX 20 . HS CODE 6902 1000 SHIPPED ON BOARD FREIGHT PREPAID .,"Refractory Materials, Bricks, Topmag, Ceramic Fibers, and RTMX 20.",6902.10,6902,69,69,1,6902,6902,1
INVERTER HS CODE 39269097 EX KN LNZ 18300858106016,"Electrical Equipment, Power Generation and Distribution, Electronic Components.",8504.90,39269097,39,85,0,3926,8504,0
1X40HR SAID TO CONTAIN 1 232 CARTON APPLES NON FROZEN FRUIT STC APPLES PACKED ON TO 22 PALLETS HS CODE 080810  SHIPPER FRUITWAYS MARKETING PTY LTD 4050279829 TAX ID CONSIGNEE COMERCIALIZADORA DE FRUTAS FINAS TARAHUMARA S.A. DE C.V. CFF92 1009N30 TAX,"Apples, non-frozen fruit, cartons, and pallets.",0808.10,080810,08,08,1,0808,0808,1
ARTICULOS PARA LA LIMPIEZA DE SUPERFICIES HS CODE 960390,Cleaning supplies and surface cleaning products.,8508.60,960390,96,85,0,9603,8508,0
